Entity,Data_Type,Births_Sum,Births_Count,Births_Mean,Births_Min,Births_Max,Births_Var,Births_Std,Births_Mode,Births_Kurt,Deaths_Sum,Deaths_Count,Deaths_Mean,Deaths_Min,Deaths_Max,Deaths_Var,Deaths_Std,Deaths_Mode,Deaths_Kurt
Portugal,Projection,6338067,77,82312.55844155845,78238,87134,7397865.434039508,2719.901732423344,No Mode,-1.0104169252621706,9239736,77,119996.57142857143,97560,135363,199178564.82706746,14113.06362300785,134896,-1.2804679843869673
Puerto Rico,Estimate,4458363,74,60248.14864864865,18619,87390,341605481.63513523,18482.572376028595,79129,-0.009124115128336996,1941926,74,26242.243243243243,15818,38173,51427601.6660496,7171.304042226184,No Mode,-1.4454811167259105
Puerto Rico,Projection,766931,77,9960.142857142857,4529,19125,24785794.650375936,4978.533383475091,No Mode,-0.9015527747393928,2806334,77,36445.896103896106,27194,41947,18032292.962747816,4246.444743870785,No Mode,-1.065194487667604
Qatar,Estimate,786132,74,10623.405405405405,1170,29516,68979151.55942243,8305.368839456947,No Mode,-0.078625513138459,87124,74,1177.3513513513512,402,2965,505590.5597926694,711.0489151898548,404,0.035658317547356155
Qatar,Projection,4538359,77,58939.72727272727,29034,90028,305686867.72727245,17483.903103348304,No Mode,-1.130157303802041,554865,77,7206.038961038961,3204,18785,17635943.38004101,4199.517041284749,3287,0.19591210089316657
Reunion,Estimate,1024933,74,13850.445945945947,11836,16633,1601438.1134764887,1265.479400652768,12380,-0.6281898432495145,285011,74,3851.5,2964,5584,334908.22602739703,578.7125590717701,3929,0.34453090382357
Reunion,Projection,748486,77,9720.597402597403,7577,11711,1586258.2963089556,1259.4674653634193,No Mode,-1.236559001819491,685846,77,8907.09090909091,4944,10529,2278250.2942583696,1509.387390386699,9087,0.5509116405018011
Romania,Estimate,22966255,74,310354.7972972973,183623,510539,8494812208.081638,92167.30552686044,No Mode,-1.2572036111613103,17264541,74,233304.6081081081,155832,336900,1748941113.5018492,41820.34329727398,No Mode,-0.8437532652689734
Romania,Projection,10030557,77,130266.97402597402,87303,180942,799409664.1308954,28273.833559156694,No Mode,-1.3081286960229923,16831602,77,218592.23376623375,158470,257984,1271545757.4709508,35658.740267583074,No Mode,-1.3354330755638817
Russia,Estimate,150130536,74,2028791.027027027,1251222,2946027,274381302413.45114,523814.18691502727,No Mode,-1.007996195156764,119283209,74,1611935.2567567567,888612,2439514,227526189928.60443,476997.0544234046,No Mode,-1.2348455255104624
Russia,Projection,95886478,77,1245278.9350649351,1145927,1439405,6910761091.929976,83130.98755536335,No Mode,0.03097550513573477,137263075,77,1782637.3376623376,1487472,1969125,26306801294.22666,162193.71533517155,No Mode,-0.9582352051286511
Rwanda,Estimate,20504932,74,277093.6756756757,125842,395578,8064450873.4002285,89802.28768466998,No Mode,-1.4520907229901872,7289848,74,98511.45945945945,48808,1045769,13014135975.238058,114079.51601947678,No Mode,67.57955710600021
Rwanda,Projection,33850749,77,439620.1168831169,400062,460724,378112516.13089526,19445.115482580586,No Mode,-1.1213621805605332,13859342,77,179991.45454545456,84039,306663,4872141668.566983,69800.7282810644,No Mode,-1.2588045014039768
Saint Barthelemy,Estimate,4793,74,64.77027027027027,37,90,305.30266567937815,17.47291234108894,49,-1.6003291033912939,1527,74,20.635135135135137,2,67,235.5773787486116,15.34853018202758,16,1.14203073258513
Saint Barthelemy,Projection,5507,77,71.51948051948052,50,100,229.88448393711545,15.161941957978716,69,-0.8145026841652752,9708,77,126.07792207792208,69,164,557.3359535201638,23.60796377327286,133,-0.08336127792245707
Saint Helena,Estimate,8577,74,115.9054054054054,39,200,2682.6073676416104,51.79389315007717,48,-1.5035917036956905,3934,74,53.16216216216216,41,88,117.48019252128844,10.838828004968454,48,1.638464055150211
Saint Helena,Projection,2302,77,29.896103896103895,22,38,30.962747778537288,5.564418008968889,28,-1.3681383185457658,4642,77,60.285714285714285,37,91,325.6804511278192,18.046618828130082,39,-1.5739791515899273
Saint Kitts and Nevis,Estimate,90189,74,1218.7702702702702,549,2539,383798.179378008,619.5144706768423,833,-0.3922623841101087,39724,74,536.8108108108108,390,817,15394.89522399109,124.07616702651275,490,-0.2345968889964256
Saint Kitts and Nevis,Projection,27703,77,359.7792207792208,241,550,7370.016404647976,85.84879966923228,No Mode,-0.9068556434110944,43586,77,566.0519480519481,469,618,2554.760423786738,50.54463793308582,612,-1.1212599160534782
Saint Lucia,Estimate,258057,74,3487.2567567567567,2019,4396,697389.3989263244,835.0984366685908,4027,-1.1980215135364642,78587,74,1061.9864864864865,717,2083,75395.62995186965,274.5826468513071,787,1.3501862344035716
Saint Lucia,Projection,97725,77,1269.155844155844,798,2015,120339.71223513335,346.9001473553065,No Mode,-0.7892301163524644,166666,77,2164.4935064935066,1571,2470,73418.72693096385,270.9589026604659,2198,-0.8442214568274453
Saint Martin (French part),Estimate,36025,74,486.8243243243243,142,907,75121.05090707146,274.0821973552304,768,-1.8019820010520293,5679,74,76.74324324324324,12,396,5378.522213994817,73.33840885917022,16,4.418468326004909
Saint Martin (French part),Projection,16854,77,218.88311688311688,154,393,2012.5256322624755,44.861181797434575,174,1.784795362853976,16693,77,216.7922077922078,120,290,3463.4825700615274,58.85135996781661,242,-1.4086042936435534
Saint Pierre and Miquelon,Estimate,7604,74,102.75675675675676,30,200,1578.3783783783783,39.72881043246045,44,-0.2962761504407241,3864,74,52.21621621621622,38,79,124.03480192521288,11.137091268603884,47,-0.31830560920695206
Saint Pierre and Miquelon,Projection,1821,77,23.649350649350648,13,41,83.88858509911127,9.159071191944697,13,-0.9615234004641988,4716,77,61.246753246753244,37,79,217.3462064251541,14.742666191200087,41,-1.5582138950820767
Saint Vincent and the Grenadines,Estimate,209702,74,2833.810810810811,1232,4166,894136.5116623474,945.5879185260075,1899,-1.3616368726335135,73313,74,990.7162162162163,730,1621,43286.09644576087,208.05310967577694,747,0.24999061388677069
Saint Vincent and the Grenadines,Projection,64596,77,838.9090909090909,567,1203,37263.47846889954,193.0375053426135,No Mode,-1.293063602559516,87878,77,1141.2727272727273,1010,1234,4529.832535885175,67.30403060653333,1234,-1.0830836912337563
Samoa,Estimate,423975,74,5729.391891891892,4718,6054,81173.69363198798,284.9099746095036,No Mode,2.8055188151954744,88186,74,1191.7027027027027,961,1633,31621.280266567974,177.8237336987613,975,-1.063947646465469
Samoa,Projection,442047,77,5740.87012987013,5132,6401,128143.90396445681,357.97193181094076,6401,-0.950650962889191,151869,77,1972.3246753246754,1339,3209,229682.5905673271,479.2521158715182,1804,0.2531380286943765
San Marino,Estimate,19729,74,266.6081081081081,200,348,1395.8306182895233,37.36081661700562,308,-1.0060086325031024,13373,74,180.71621621621622,120,350,3054.041651240281,55.263384362887884,123,0.22389813433208872
San Marino,Projection,17676,77,229.55844155844156,194,252,208.30246069719752,14.432687230630252,230,0.153029840502251,29849,77,387.64935064935065,274,495,4024.783321941214,63.44118001693548,330,-1.1429556285454563
Sao Tome and Principe,Estimate,342933,74,4634.22972972973,2644,6889,2255094.151980749,1501.6970906213905,2967,-1.5548659343500193,96939,74,1309.9864864864865,1002,1594,27805.57515734915,166.7500379530666,1381,-0.6063239211571392
Sao Tome and Principe,Projection,567439,77,7369.337662337663,6617,7719,83192.8581681474,288.4317218479053,7525,-0.4004964049340596,206737,77,2684.896103896104,1307,4701,1070030.2785372527,1034.422678858721,No Mode,-1.0602201444457577
Saudi Arabia,Estimate,24616513,74,332655.58108108107,86682,610217,26904461634.465942,164025.79563735073,No Mode,-1.3959708699887512,4082192,74,55164.75675675676,42604,82698,83159564.87152901,9119.186634318272,No Mode,1.183380275090561
Saudi Arabia,Projection,50962841,77,661855.077922078,560224,795137,4550791234.862267,67459.5525842135,No Mode,-1.0639073173579812,15979994,77,207532.3896103896,79353,375437,8939350469.60937,94548.13837199213,No Mode,-1.4362574629027562
Senegal,Estimate,23670957,74,319877.7972972973,131196,531890,15387519619.50629,124046.44138187234,No Mode,-1.216156449046591,7119570,74,96210.4054054054,73583,108727,95591480.18955928,9777.089556179757,No Mode,-0.09772018887125
Senegal,Projection,48890125,77,634936.6883116884,539970,673289,1073921034.3226326,32770.73441842024,No Mode,0.5009105667122937,18081023,77,234818.4805194805,101846,416879,10649961009.673952,103198.6482938316,No Mode,-1.3275896089935482
Serbia,Estimate,7212114,74,97461.0,59840,153205,727323486.3287667,26968.935580196092,No Mode,-1.1175173675109407,6187393,74,83613.41891891892,56893,135637,315299962.5481298,17756.687825946872,No Mode,-0.6301349315725169
Serbia,Projection,3167270,77,41133.37662337662,27697,58988,79186543.29049885,8898.682109756413,No Mode,-1.1376129294247956,6026382,77,78264.7012987013,54703,95665,183356422.89644593,13540.916619507187,No Mode,-1.2660320329627164
Seychelles,Estimate,120320,74,1625.945945945946,1219,1871,22060.627175120317,148.52820329863388,1583,0.16381929871248824,47920,74,647.5675675675676,505,1185,21104.988522769327,145.27556065205644,505,3.335947130008216
Seychelles,Projection,108991,77,1415.4675324675325,1086,1798,41748.936431989154,204.3255648028145,1772,-0.9906190768971284,123551,77,1604.5584415584415,1062,1918,65686.17088174974,256.2931346754137,1873,-0.7754184428024553
Sierra Leone,Estimate,12991641,74,175562.7162162162,95629,258903,2945103778.8087735,54268.81036846831,No Mode,-1.4233125801133963,5893940,74,79647.83783783784,68806,96882,87066038.27471314,9330.918404675562,No Mode,-1.4045951641368466
Sierra Leone,Projection,18699576,77,242851.63636363635,199024,265731,458660090.708133,21416.35101290911,No Mode,-1.0627646548745262,10262028,77,133273.0909090909,70953,203885,1947272352.1626804,44127.90899377264,No Mode,-1.416499200745133
Singapore,Estimate,3567294,74,48206.67567567567,39017,61780,29249733.318030316,5408.302258382969,No Mode,0.06419746181241015,1144602,74,15467.594594594595,10028,28340,22111948.764901888,4702.334395266024,No Mode,0.03746600787781995
Singapore,Projection,2683925,77,34856.168831168834,27463,51452,57500175.08954197,7582.886989105269,No Mode,0.02803268277819848,5076723,77,65931.46753246753,28951,90466,356348292.12064284,18877.189730482736,No Mode,-1.0121899703275212
Sint Maarten (Dutch part),Estimate,25889,74,349.85135135135135,56,688,37970.73102554609,194.86079909911612,435,-1.1691230788096858,7132,74,96.37837837837837,13,360,7484.485005553499,86.51291814263058,16,1.39581529169982
Sint Maarten (Dutch part),Projection,30346,77,394.1038961038961,321,440,1254.015379357487,35.41207956838298,413,-0.9230974672986467,45891,77,595.987012987013,353,668,6563.065618591929,81.01274972861944,618,1.824597939655301
Slovakia,Estimate,5641552,74,76237.18918918919,50745,101228,313782805.5253611,17713.91558987908,No Mode,-1.5936060870258355,3515608,74,47508.21621621621,31425,74407,73804967.62384291,8590.981761349683,No Mode,0.058664945944335134
Slovakia,Projection,2826403,77,36706.53246753247,26033,51117,44394717.69958983,6662.936117027525,43837,-1.168047243006428,4858257,77,63094.246753246756,48392,70555,52131704.10936419,7220.22881281225,No Mode,-0.7689651468431307
Slovenia,Estimate,1870423,74,25275.986486486487,17331,34150,32881052.80803404,5734.200276240274,No Mode,-1.617004545001053,1363316,74,18423.18918918919,15142,23811,3835146.319881516,1958.35296100614,18966,-0.13406104028149546
Slovenia,Projection,1193577,77,15501.0,13166,18011,2224575.736842108,1491.5011689040368,No Mode,-1.0807406244592639,1846674,77,23982.77922077922,19189,27128,7546696.884825694,2747.1252037039912,26731,-1.1334142095498407
Solomon Islands,Estimate,915042,74,12365.432432432432,4869,21548,26916973.56386523,5188.15704888212,No Mode,-1.2398956464368125,192581,74,2602.445945945946,1830,4498,413394.223065531,642.9574037722335,2091,0.9165351130906259
Solomon Islands,Projection,1916436,77,24888.77922077922,21878,26081,1287963.1742993845,1134.8846524204055,26068,-0.3545565156984938,780371,77,10134.688311688311,4167,17273,16741163.296308957,4091.5966683324195,No Mode,-1.2592300312763511
Somalia,Estimate,26351424,74,356100.3243243243,111806,788763,42445063211.592,206021.99691196083,No Mode,-0.9393130391014473,9212405,74,124491.95945945945,49469,396692,4166736979.9846344,64550.26707911157,No Mode,3.50807159525456
Somalia,Projection,81059079,77,1052715.3116883116,804966,1132423,8278792289.769999,90987.8689154219,No Mode,0.45043169101716707,31395706,77,407736.44155844155,185177,731761,26438943730.749844,162600.564976724,No Mode,-1.0606770575273017
South Africa,Estimate,73143000,74,988418.9189189189,534108,1243597,47953314647.25364,218982.45282956722,No Mode,-0.7729746494075842,28792512,74,389088.0,233379,733898,21691447517.479443,147280.16674854574,No Mode,-0.993206388804031
South Africa,Projection,86751507,77,1126642.948051948,1101224,1182869,325488773.91831356,18041.307433728674,No Mode,0.5168259289496175,69696239,77,905145.9610389611,591227,1084556,24161434996.722157,155439.48982392522,No Mode,-1.0412513597631077
South Korea,Estimate,52284945,74,706553.3108108108,236394,1098755,59517677286.24453,243962.45056615685,No Mode,-1.0751067262614526,22125075,74,298987.5,234535,931034,11361624183.458893,106590.91979835287,No Mode,20.605042293486648
South Korea,Projection,14124265,77,183432.01298701297,119211,257973,2150533732.9340386,46373.847510574735,No Mode,-1.379848783222603,45261749,77,587814.922077922,357949,731492,11363525406.756998,106599.83774263917,No Mode,-1.0241193027992628
South Sudan,Estimate,18627953,74,251729.0945945946,123007,429073,7095357322.141609,84233.94400205661,No Mode,-0.8222640469873341,9834802,74,132902.72972972973,87034,376880,3064297756.0903373,55356.09953826531,No Mode,5.634060433263553
South Sudan,Projection,28832439,77,374447.25974025973,322475,407899,602103049.3527008,24537.788191943888,No Mode,-0.9372074740886953,17377633,77,225683.54545454544,117282,332106,4513813893.3827715,67184.9231106412,No Mode,-1.2437763313770411
Spain,Estimate,37983126,74,513285.4864864865,336821,691964,14287523755.48609,119530.43024889557,No Mode,-1.55879694593904,24611717,74,332590.7702702703,259425,495379,3264452432.7547193,57135.38686973879,No Mode,0.04001497511065644
Spain,Projection,22681005,77,294558.5064935065,244706,345710,972492820.8848252,31184.817153301145,No Mode,-1.1908547773920555,41643283,77,540821.8571428572,441467,656598,5770985566.07143,75967.00313999118,No Mode,-1.4900770825472718
Sri Lanka,Estimate,26308609,74,355521.74324324325,280651,426916,927074923.7276925,30447.905079458134,No Mode,0.1292496402981973,8868798,74,119848.62162162163,95515,169409,447855959.36171764,21162.607574722868,No Mode,-0.7305419971219584
Sri Lanka,Projection,19121268,77,248328.15584415584,178724,320429,2005561563.1332912,44783.4965487655,No Mode,-1.3037039858106678,18958303,77,246211.72727272726,162940,281942,1238429640.49043,35191.329052629284,No Mode,-0.4218312235123207
Sudan,Estimate,66912187,74,904218.7432432432,296853,1682049,166081947209.83713,407531.5290990835,No Mode,-1.1307622647488569,17076780,74,230767.2972972973,117682,336278,4647666454.184377,68173.795949649,No Mode,-1.3800457177279324
Sudan,Projection,149754658,77,1944865.6883116884,1656421,2040784,12088289335.743626,109946.75682230752,No Mode,-0.06339465056119709,54908125,77,713092.5324675324,319579,1234070,81685438688.46277,285806.6456338319,No Mode,-1.271643252057381
Suriname,Estimate,862020,74,11648.918918918918,8441,13083,1052144.3495001842,1025.7408783412038,12846,1.1168486335779995,283710,74,3833.9189189189187,3241,5568,126073.08922621266,355.06772484444804,3837,6.3644504129083845
Suriname,Projection,680309,77,8835.181818181818,6786,10882,1567459.4138756036,1251.9821939131577,No Mode,-1.2078194729265221,552096,77,7170.077922077922,4344,8847,1886799.3359535215,1373.6081449793173,8822,-0.8825553290355859
Sweden,Estimate,7885592,74,106562.05405405405,88127,123184,85426318.73676412,9242.6359193016,No Mode,-0.7851080008239415,6422846,74,86795.21621621621,68308,98382,74997486.17178842,8660.108900688745,93278,-0.4606509720977532
Sweden,Projection,7560066,77,98182.67532467532,93793,107217,16483587.222146332,4059.998426372396,No Mode,-0.2093879047001459,9211052,77,119624.05194805194,95768,131529,85505600.62884492,9246.92384681765,124141,0.17880675319349848
Switzerland,Estimate,6222396,74,84086.43243243243,71095,111948,110000451.28989245,10488.109996080917,73400,0.574999449011862,4413916,74,59647.51351351351,47307,76536,39066532.36282865,6250.322580701627,No Mode,0.47993604437839243
Switzerland,Projection,6019761,77,78178.71428571429,73845,82864,4524876.338345865,2127.1756717172807,79861,-0.6528088241379608,7853108,77,101988.41558441559,75143,116477,144840557.85133293,12034.972282948263,No Mode,-0.7050976025079403
Syria,Estimate,29484610,74,398440.6756756757,164865,659145,18421575735.920776,135726.1055800275,No Mode,-0.9384050846219645,6037295,74,81585.06756756757,59305,162811,665478881.1871523,25796.877353415322,59318,2.496041219199855
Syria,Projection,41690959,77,541441.025974026,434129,682445,4591340844.578248,67759.43362055389,No Mode,-0.6666356497084931,24000858,77,311699.45454545453,121697,500360,16396720609.540678,128049.68023990016,No Mode,-1.3938604128091832
Taiwan,Estimate,23812348,74,321788.4864864865,132404,431994,8798831246.308037,93802.08551150681,No Mode,-1.1870850638623944,8247388,74,111451.18918918919,69506,210768,1469831348.2102919,38338.37957204623,No Mode,-0.4922463357870921
Taiwan,Projection,6778557,77,88033.20779220779,58046,128597,393787701.324675,19844.08479433292,105221,-1.335339529437929,20370500,77,264551.94805194804,181649,318107,1893267378.7341104,43511.692437023295,No Mode,-1.3057066484754811
Tajikistan,Estimate,13223940,74,178701.8918918919,64354,277968,4202587956.3991065,64827.37042638014,No Mode,-1.1982231903228335,3209547,74,43372.25675675676,26123,69531,66430624.93317292,8150.498446915558,No Mode,1.091354431404222
Tajikistan,Projection,20654488,77,268240.1038961039,225551,299159,416899895.3838009,20418.126637470952,No Mode,-0.8972195814675166,9316480,77,120993.24675324676,48625,200846,2077776848.2935746,45582.637574997505,No Mode,-1.2535145897744484
Tanzania,Estimate,84809665,74,1146076.554054054,349853,2346391,334865603547.8394,578675.7326412085,No Mode,-0.9005353625136663,23531324,74,317990.86486486485,167399,445490,7082115637.104772,84155.30664851012,No Mode,-1.1976926201213343
Tanzania,Projection,272260067,77,3535845.025974026,2385984,4160663,309368140575.8419,556208.7203342302,No Mode,-0.9663538939852732,74333943,77,965375.8831168831,392219,1870221,199673727215.76254,446848.6625422108,No Mode,-1.0386903664402278
Thailand,Estimate,76377273,74,1032125.3108108108,591200,1351441,43764809528.29933,209200.4051819674,No Mode,-0.7010788992423258,29959140,74,404853.24324324325,304521,662166,4891213610.049614,69937.21191218316,No Mode,2.8438544978259954
Thailand,Projection,33368098,77,433351.9220779221,327898,581635,5890856598.993861,76751.91593044346,No Mode,-1.1600674215842428,63895782,77,829815.3506493507,647347,946802,7626138100.599113,87327.76248478552,No Mode,-1.0409579108141145
Togo,Estimate,12074060,74,163162.97297297296,67170,289759,4900031669.917068,70000.22621332783,No Mode,-1.141123424137541,3828931,74,51742.31081081081,33563,73628,177275614.0801553,13314.488877916243,No Mode,-1.4439583959907374
Togo,Projection,29490036,77,382987.48051948054,292572,417569,1394144488.2265935,37338.24431098218,No Mode,-0.24844015006220932,11249241,77,146094.03896103895,72863,241495,2622344062.7221465,51208.827976454864,No Mode,-1.161696186842011
Tokelau,Estimate,3722,74,50.2972972972973,27,78,189.69122547204694,13.772843768519518,47,-0.5451975457489597,117,74,1.5810810810810811,0,6,2.3563495001851167,1.5350405532705371,1,0.04329837031028205
Tokelau,Projection,4043,77,52.506493506493506,44,60,20.01640464798363,4.473969674459543,54,-1.088920033702879,1974,77,25.636363636363637,3,45,185.6818181818182,13.626511592547015,15,-1.2572171999539847
Tonga,Estimate,224335,74,3031.554054054054,2148,3526,122730.52443539428,350.32916583606664,2931,-0.3562004275964257,50538,74,682.9459459459459,614,912,2631.3669011477227,51.296850791717446,675,7.9883733639059
Tonga,Projection,141352,77,1835.7402597402597,1365,2400,112557.98427887901,335.49662334944446,2314,-1.3334892757378227,61087,77,793.3376623376623,672,1184,19188.568694463454,138.52280929313935,676,1.4067670904957321
Trinidad and Tobago,Estimate,1870606,74,25278.45945945946,16094,33553,31220445.868196912,5587.525916557069,No Mode,-1.522548913891191,643112,74,8690.702702702703,7118,14525,2033111.6364309518,1425.8722370643702,No Mode,3.991632217081396
Trinidad and Tobago,Projection,813150,77,10560.38961038961,6853,15897,6718327.872522215,2591.9737407084617,No Mode,-1.124717121943789,1390040,77,18052.467532467534,13175,20653,4626457.883800409,2150.9202411527044,No Mode,-1.0391657740503555
Tunisia,Estimate,14933393,74,201802.6081081081,159905,237314,525496777.11828977,22923.71647700891,No Mode,-1.1322363872494101,4997396,74,67532.37837837837,47621,100571,332480158.18363583,18234.03844965881,No Mode,-1.07513499739883
Tunisia,Projection,9504805,77,123439.02597402598,84718,164145,543477848.8414224,23312.61136898701,No Mode,-1.3107535722092079,9987017,77,129701.51948051948,75227,153691,608626176.463431,24670.35014878044,No Mode,-0.5999792023128427
Turkey,Estimate,100603365,74,1359504.9324324324,982482,1533300,20618731739.8995,143592.24122458533,No Mode,-0.09881536848480676,33236698,74,449144.5675675676,377772,640535,2845230800.604964,53340.70491289897,No Mode,0.9610754599872782
Turkey,Projection,56390420,77,732343.1168831169,444393,1060605,37151734525.65714,192747.85219466686,No Mode,-1.3262731126424498,73411458,77,953395.5584415584,565455,1161174,41538016423.19715,203808.7741565538,No Mode,-1.0910813825241377
Turkmenistan,Estimate,8219121,74,111069.2027027027,49519,171349,1128629721.9172525,33595.08478806465,No Mode,-0.7562160133995444,2318579,74,31332.14864864865,23878,43617,20283370.42965567,4503.706299222416,No Mode,0.7668894974431621
Turkmenistan,Projection,9976337,77,129562.81818181818,99803,156679,295114420.99282324,17178.89463827121,No Mode,-1.0831800067412733,7305710,77,94879.35064935064,43740,126432,642139326.099112,25340.468150748755,No Mode,-0.9590454631000069
Turks and Caicos Islands,Estimate,23915,74,323.1756756756757,165,521,12871.379674194737,113.45210299591074,256,-1.3834147652696591,7690,74,103.91891891891892,43,346,6719.226212513884,81.97088637140557,49,2.125098324872457
Turks and Caicos Islands,Projection,29866,77,387.87012987012986,287,490,3414.1144907723824,58.43042435899625,No Mode,-1.2760344600808562,43157,77,560.4805194805194,338,691,11892.51606288448,109.05281318189128,687,-0.7359418056407163
Tuvalu,Estimate,17738,74,239.7027027027027,167,309,1635.0884857460214,40.43622739259959,226,-0.6976865376537575,6806,74,91.97297297297297,52,135,427.6430951499446,20.679533243038748,86,-0.3987011838313781
Tuvalu,Projection,13403,77,174.06493506493507,153,212,164.0352016404644,12.807622794276243,170,0.010784652474804979,7268,77,94.3896103896104,78,128,196.4514695830483,14.016114639337404,85,-0.05080325741324776
Uganda,Estimate,64918681,74,877279.472972973,301346,1712750,195340067180.1157,441972.92584514234,No Mode,-1.276735453100427,17974325,74,242896.2837837838,143443,358469,5081503781.685491,71284.66722714984,No Mode,-1.2628279010922114
Uganda,Projection,130834283,77,1699146.5324675324,1371123,1852568,20066284144.98899,141655.512229454,No Mode,-0.464315323417384,47223222,77,613288.5974025974,238400,1161872,86309250077.00687,293784.35982367554,No Mode,-1.2080713980695397
Ukraine,Estimate,46476392,74,628059.3513513514,212231,892028,33500252796.231018,183030.74276260537,No Mode,-1.1011535995854644,41916238,74,566435.6486486486,348014,782633,20672989120.55979,143781.04576250582,No Mode,-1.332017639635221
Ukraine,Projection,11957518,77,155292.44155844155,79123,242008,3110547087.5919337,55772.27884524653,No Mode,-1.4571848517873758,37042359,77,481069.5974025974,328705,541121,4371419931.138405,66116.7144611588,No Mode,-0.3035751578441648
United Arab Emirates,Estimate,3060976,74,41364.54054054054,3395,104015,1062074650.3065526,32589.486806431192,No Mode,-1.102252777444341,373282,74,5044.351351351352,1570,12320,8421626.039244726,2902.0037972485025,No Mode,-0.7703539166117288
United Arab Emirates,Projection,16626180,77,215924.41558441558,108273,324239,3456608131.325013,58792.925861237876,No Mode,-1.111849173585957,2482636,77,32242.025974025975,10719,91252,666658735.8940532,25819.735395508087,No Mode,-0.06601003256485383
United Kingdom,Estimate,58157440,74,785911.3513513514,657894,999443,7380521296.148816,85909.96040127604,No Mode,0.20230708340231018,46498434,74,628357.2162162162,557071,691536,1219539140.637543,34921.90058741853,No Mode,-1.1378747273786092
United Kingdom,Projection,52792398,77,685615.5584415584,635537,744205,843501371.039307,29043.095066457827,No Mode,-0.2509447176544546,62154155,77,807196.8181818182,670733,869385,3380811189.9138837,58144.7434418098,No Mode,-0.16397773909595248
United States,Estimate,288050803,74,3892578.418918919,3301844,4379242,62579393003.890625,250158.73561379107,No Mode,0.15588826651168652,161223628,74,2178697.6756756757,1477219,3492879,200740937563.4274,448041.2230625966,No Mode,0.36968029958272774
United States,Projection,294613894,77,3826154.4675324676,3654449,3931954,5304623088.015384,72832.8434706169,No Mode,-0.6198446908184558,315901087,77,4102611.5194805195,3046572,4597256,157995661677.17365,397486.6811318005,No Mode,0.6350444925156071
United States Virgin Islands,Estimate,140044,74,1892.4864864864865,868,3011,436708.855979267,660.8395084884581,No Mode,-1.3672849885667888,56496,74,763.4594594594595,303,1396,122544.58052573119,350.0636806721474,1241,-1.32478734961522
United States Virgin Islands,Projection,54990,77,714.1558441558442,562,941,10009.422761449061,100.04710271391701,No Mode,-0.7944213538871239,73960,77,960.5194805194806,730,1305,43311.01606288451,208.11298869336463,731,-1.5492505684696734
Upper-middle-income countries,Estimate,3202757092,74,43280501.24324324,28465798,54210636,33866651924060.336,5819506.158091108,No Mode,-0.2057432394707308,1316401880,74,17789214.594594594,15047265,26439318,5532803279128.755,2352191.1655154126,No Mode,1.8931286117765675
Upper-middle-income countries,Projection,1691740457,77,21970655.285714287,15850547,28274412,16747714580346.61,4092397.1679623923,No Mode,-1.4376926794375022,2493705738,77,32385788.805194806,22518098,36237732,18052503755370.125,4248823.8084639525,No Mode,-0.05870610877220228
Uruguay,Estimate,3835514,74,51831.27027027027,33443,61829,39363991.898556136,6274.072991172173,No Mode,1.80348359582459,2158087,74,29163.337837837837,23977,39836,9997423.15827471,3161.870199466561,31239,0.6625166073315354
Uruguay,Projection,1844453,77,23953.935064935064,15498,33196,34525163.719412185,5875.811749827609,No Mode,-1.3361959392104386,2921565,77,37942.4025974026,33634,40884,6191824.269993168,2488.337651926114,No Mode,-1.244269927435818
Uzbekistan,Estimate,41302390,74,558140.4054054054,237617,943547,26205516861.285442,161881.1813068012,No Mode,-0.193588503219841,11373873,74,153700.98648648648,98691,221245,798909796.6710472,28264.99242297877,146317,-0.3681628999321731
Uzbekistan,Projection,72175784,77,937347.8441558442,850842,996726,1943237723.37013,44082.17012999848,No Mode,-0.9378938921628115,33507013,77,435156.012987013,219425,631523,14020116282.276138,118406.57195559771,No Mode,-1.1516015066316185
Vanuatu,Estimate,396754,74,5361.540540540541,2145,8988,4502141.5668271,2121.8250556601265,No Mode,-1.0186016918091658,85641,74,1157.3108108108108,958,1776,41579.20344316916,203.9097924160808,1041,1.2593227368001476
Vanuatu,Projection,889502,77,11551.974025974027,9063,12417,957822.2624743669,978.6839441180012,12301,0.5325097727061499,289884,77,3764.7272727272725,1650,6757,2308273.043062199,1519.3001820121654,No Mode,-1.1257206364227221
Venezuela,Estimate,36098009,74,487810.9324324324,256888,601788,9822102069.817295,99106.51880586511,No Mode,-0.8087581808603472,8370997,74,113121.58108108108,75899,222007,1949342348.9042947,44151.35727137156,No Mode,-0.08340359496475491
Venezuela,Projection,27442312,77,356393.66233766236,259856,458959,3978722408.647651,63077.1147774504,No Mode,-1.2310564163124225,24543588,77,318747.8961038961,218111,388035,1909313375.2522166,43695.69057987545,No Mode,-0.24258891977709007
Vietnam,Estimate,112371103,74,1518528.4189189188,892149,1922680,55543225027.04132,235676.10194298727,No Mode,-0.13069727618115534,35471743,74,479347.8783783784,388249,659980,5407158463.56035,73533.38332730482,No Mode,-0.032467681329662046
Vietnam,Projection,81454184,77,1057846.5454545454,782956,1355563,33758858809.61975,183735.8397526725,No Mode,-1.368301387081823,88388173,77,1147898.3506493506,671113,1361733,44542371435.86222,211050.6371368308,No Mode,-0.38041105728913616
